,FLAG_TSUNAMI,YEAR,MONTH,FOCAL_DEPTH,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,avg_density,sum_density,density_deviation,max_density,HDI,HDI_pop_wgt,max_HDI,SoilDensity,Soil_pop_wgt,max_soil,dist_to_closest_pop,pop_dist_deviation,avg_pop_distance,eq_mag_unlogged,Years_Before_Data_Age,avg_diff,avg_pred,ct,actual
302,0,1986,6.0,19.0,6.2,VENEZUELA,10.597,-62.928,160.0,40049.633,2803474.2,52341.74233967599,291903.22,0.7561607,0.7630201,0.78602403,1.1905714222363009,1.0536813342770148,1.539999961853141,0.0599416382922671,0.3686551627713951,0.9838005938769288,1584893.192461114,29,0.1930848956246337,0.8069151043753663,1,1.0
303,0,1986,6.0,102.0,7.1,PAPUA NEW GUINEA,-4.448,143.943,170.0,13220.324,925422.7,14861.350209031858,77878.7,0.516,0.516,0.516,1.1559999806540735,1.2089931614095988,1.3999999761581936,0.0997647232140176,0.2897807717329854,0.7974072288094008,12589254.117941665,29,-1.1952256703908601,1.1952256703908601,2,0.0
304,0,1986,7.0,6.0,5.8,USA,32.97,-117.869,150.0,326815.97,22877118.0,497400.26849885,2327441.0,0.93433756,0.9424647,0.9511953,1.314857164451011,1.4772416019807506,1.570000052452093,0.4728223768059111,0.3429267325367343,1.139520304291323,630957.344480193,29,-0.43748286276977405,0.43748286276977405,4,0.0
305,0,1986,7.0,7.0,4.9,VENEZUELA,10.77,-69.428,160.0,58024.01,4061680.8,73523.59842081935,314988.75,0.7627972,0.75131184,0.7794362,1.4461428778512193,1.462637378227451,1.4900000095370842,0.117618025838382,0.2865571891929606,0.792342309098643,79432.82347242821,29,0.5534894701637023,0.44651052983629774,1,1.0
306,0,1986,7.0,9.0,6.2,USA,37.537,-118.447,150.0,1031.8971,72232.8,2817.4037408437152,16915.73,0.9365288,0.9481832,0.9511953,1.4691428661346415,1.448694557871267,1.5700000524520874,0.1137013632372765,0.2957016634001805,0.8111908029211332,1584893.192461114,29,-0.09946981183297232,0.09946981183297232,1,0.0
307,0,1986,7.0,10.0,5.6,IRAN,29.962,51.582,140.0,44465.016,3112551.2,46718.19793933633,194807.48,0.774,0.77399987,0.774,1.5528571537562676,1.5142409149714957,1.7400000095367858,0.0970463806637734,0.2803515995665688,0.7870475177412545,398107.1705534969,29,0.3038173989476366,0.6961826010523634,1,1.0
308,0,1986,8.0,12.0,4.1,TURKEY,37.2,37.3,140.0,132137.6,9249632.0,242434.36310897517,1848981.5,0.70100003,0.65255034,0.767,1.5090000118528095,1.5032736230886916,1.5900000333786375,0.1060660171820859,0.2804302702322584,0.7872761503534934,12589.254117941662,29,-0.8008900187776937,0.8008900187776937,2,0.0
309,0,1986,8.0,132.0,6.9,ROMANIA,45.547,26.316,110.0,42054.0,2943780.0,100819.7456001536,834636.94,0.79383606,0.7951642,0.8869342,1.3761428705283612,1.4221389115961802,1.5700000524523308,0.0978008180074639,0.2802011558506549,0.78698497486096,7943282.347242822,29,-0.7199630292294652,1.7199630292294652,1,1.0
310,0,1986,9.0,11.0,5.8,GREECE,37.014,22.176,130.0,15832.278,1108259.5,20279.340521917136,93515.84,0.85001326,0.84779197,0.892091,1.4242857456207207,1.4607796562187778,1.4700000286103865,0.1221556384310139,0.3670083882000007,0.8997664313354204,630957.344480193,29,1.6890863907469345,0.3109136092530656,1,2.0
311,0,1986,10.0,5.0,4.8,SOUTH AFRICA,-30.546,28.737,10.0,35211.02,2464771.2,32962.243504857266,209746.61,0.59252995,0.6019868,0.63542414,1.445285708563672,1.4301011758873896,1.5399999618531233,0.1370583817079085,0.2804545550503153,0.7875619860960491,63095.7344480193,29,-0.9917649020645859,0.9917649020645859,1,0.0
312,0,1986,10.0,5.0,5.5,TURKEY,37.931,28.574,140.0,54715.203,3830064.0,60046.86903694101,379994.78,0.767,0.7669999,0.767,1.4254285437720124,1.4181861500152375,1.5000000000000195,0.0757429864769374,0.2802988212850947,0.7866560092684324,316227.7660168379,29,-0.9439317583091835,0.9439317583091835,1,0.0
313,0,1986,10.0,7.0,5.4,EL SALVADOR,13.827,-89.118,100.0,132326.75,9262873.0,165385.66452426778,1123768.2,0.6410206,0.658442,0.72968847,1.369857142652776,1.3325238655884142,1.519999980926518,0.0485077313483207,0.3287433938317347,0.8384230681986531,251188.6431509582,29,3.1613545955983504,0.8386454044016496,3,4.0
314,0,1986,10.0,43.0,4.5,PAKISTAN,27.727,66.65,60.0,28228.043,1975963.1,44027.74929520704,255277.61,0.5001914,0.5305668,0.56146556,1.6985714316368197,1.6307179283367053,1.7400000095368853,0.1050190458805554,0.2805086097552651,0.787203544833671,31622.776601683792,29,-0.8875157313591895,0.8875157313591895,1,0.0
315,0,1986,11.0,5.0,4.8,BRAZIL,-5.494,-35.769,160.0,49735.07,3481454.8,102508.0351442174,657844.25,0.7058384,0.7064846,0.71124554,1.4101428798267062,1.4619893664358443,1.5700000524521691,0.1593643623879924,0.4111025432138449,0.9514644669267344,63095.7344480193,29,0.3555108226766285,0.6444891773233715,1,1.0
316,0,1986,11.0,30.0,5.5,BOSNIA-HERZEGOVINA,44.12,16.339,130.0,23377.158,1636401.0,26861.013626547257,135725.86,0.794,0.7871262,0.827,1.4192856822694973,1.4291877148068333,1.5499999523162558,0.0363455637044892,0.2831752196428946,0.7880036607393022,316227.7660168379,29,-0.38830590778572,0.38830590778572,3,0.0
317,0,1986,12.0,21.0,5.6,BULGARIA,43.274,25.912,110.0,64755.184,4532863.0,191200.5690667804,1262003.1,0.77994776,0.8075852,0.8869342,1.436142858437137,1.384543303810219,1.5199999809265776,0.107563934479708,0.2802805171294377,0.7870964307280701,398107.1705534969,29,0.3497656882545791,0.6502343117454209,1,1.0
318,0,1986,12.0,26.0,5.0,IRAN,29.985,51.623,140.0,43630.273,3054119.0,47072.29487157978,194807.48,0.774,0.774,0.774,1.5554285832813703,1.513997398646929,1.7400000095367858,0.1100181803083555,0.2809443096742943,0.7875244245235429,100000.0,29,-0.5938051028113667,0.5938051028113667,4,0.0
319,0,1986,12.0,33.0,5.0,CHILE,-33.071,-72.084,160.0,148461.14,10392280.0,419151.1346443992,2506817.5,0.84709364,0.8788221,0.8919913,1.515714294569836,1.6206104462756576,1.6599999666214416,0.4621655547593444,0.3565474460151277,1.2994261942096883,100000.0,29,-0.11435467803048244,0.11435467803048244,3,0.0
320,0,1987,1.0,10.0,4.3,ALGERIA,35.964,1.374,15.0,90502.375,6335166.0,81736.55724161172,388312.8,0.745,0.74500006,0.745,1.3582857302256797,1.4275722266532411,1.480000019073664,0.0890056177922496,0.3189055099514128,0.8230881746266738,19952.62314968879,28,0.14700854459866086,0.8529914554013391,1,1.0
321,0,1987,1.0,17.0,5.8,CHINA,41.964,81.319,40.0,8566.576,599660.3,12334.999949145817,73870.5,0.7076791,0.70825344,0.7083121,1.595000001362409,1.5836569384090289,1.879999995231832,0.1051522705431154,0.2977699059323375,0.814537315951218,630957.344480193,28,-0.4292584343092207,0.4292584343092207,1,0.0
322,0,1987,1.0,29.0,5.9,CHINA,41.529,79.318,40.0,14847.399,1039317.94,42292.52021283586,340373.0,0.6967917,0.70472395,0.794,1.7499999965940514,1.647824384934584,1.8799999952318287,0.1116467644113893,0.2802715641159754,0.7871916781830915,794328.2347242822,28,-0.6678161664583792,0.6678161664583792,3,0.0
323,0,1987,3.0,10.0,7.2,ECUADOR,0.083,-77.785,160.0,74726.65,5230865.5,173735.26859471516,1030722.6,0.73677146,0.73716176,0.739,1.1861428635460998,1.1860235922214888,1.4600000381469869,0.0993176721399866,0.2803416678526218,0.7870666145281717,15848931.924611142,28,1.6781003713200555,2.3218996286799443,3,4.0
324,0,1987,3.0,19.0,6.6,NEW ZEALAND,-37.965,176.765,170.0,8726.374,610846.1,22267.870206268395,138408.17,0.915,0.9149999,0.915,1.0208571067878187,0.9244569425607532,1.5700000524523192,0.1421267040554291,0.3483089201048125,0.927654352468554,3981071.7055349695,28,0.6802570876670624,0.3197429123329376,1,1.0
325,0,1987,4.0,11.0,6.6,INDONESIA,2.244,98.866,60.0,108333.02,7583311.5,104287.67523184042,662702.8,0.7006509,0.70070577,0.7007373,1.1931428636822905,1.3145515641006955,1.500000000000023,0.119339850841674,0.2949410543651091,0.8009691846870117,3981071.7055349695,28,-0.6915411020268646,1.6915411020268647,2,1.0
326,0,1987,4.0,107.0,6.3,PHILIPPINES,16.066,120.301,170.0,269331.47,18853204.0,394717.67434931593,2005023.1,0.71756184,0.7414328,1.0,1.4770000168255364,1.455138988016392,1.6200000047683951,0.0946414285800186,0.3738403858733302,0.9011007732413217,1995262.3149688789,28,-0.6925326533568077,0.6925326533568077,2,0.0
327,0,1987,5.0,32.0,5.2,PHILIPPINES,8.047,125.41,170.0,162790.16,11395311.0,193457.09041217988,1363748.1,0.5939212,0.62358034,0.7466452,1.391999985490537,1.3481534680464249,1.539999961853031,0.0854926897436818,0.2812661370126669,0.7875322746380882,158489.3192461114,28,0.3060690824324004,0.6939309175675996,2,1.0
328,0,1987,5.0,41.0,4.6,IRAN,34.076,48.266,140.0,57980.426,4058629.8,35104.01544058266,175608.58,0.774,0.7740001,0.774,1.5220000232968949,1.5201608032466758,1.740000009536793,0.1195073219680995,0.2802438989738811,0.7871985739598125,39810.71705534969,28,0.5114753100191757,0.4885246899808243,2,1.0
329,0,1987,8.0,29.0,4.9,CHINA,24.924,115.608,30.0,166376.48,11646354.0,136122.4404383079,862366.3,0.7413535,0.7416644,0.7752142,1.442571433952878,1.4436382172694786,1.539999961853094,0.0518652099188181,0.2798868244271251,0.7857850689444476,79432.82347242821,28,-0.6428544635924753,0.6428544635924753,2,0.0
330,0,1987,8.0,70.0,6.9,CHILE,-19.022,-69.991,160.0,9191.16,643381.25,17769.040232287898,85825.19,0.8202881,0.79342383,0.8513465,1.2612857512065423,1.1053155550167777,1.6000000238417726,0.155128978597496,0.3473087327885666,0.8750921457213434,7943282.347242822,28,0.537029846108505,0.46297015389149504,1,1.0
331,0,1987,9.0,10.0,6.2,ECUADOR,-0.978,-78.05,160.0,72642.945,5085006.0,178771.53609169275,1030722.6,0.739,0.7390001,0.739,1.2048571484429558,1.1892717811114308,1.4999999999998297,0.127412715221835,0.2804819811021196,0.7875199790764005,1584893.192461114,28,-0.8541508587801376,1.8541508587801376,2,1.0
332,0,1987,9.0,19.0,4.6,ITALY,43.242,13.874,130.0,58557.605,4099032.2,58690.27373812906,291895.22,0.8848408,0.89311534,0.9093576,1.4385714462825212,1.4443625496164365,1.5099999904632564,0.1170042734177651,0.3893706234377558,1.0785456193662908,39810.71705534969,28,-0.5097509279775755,0.5097509279775755,3,0.0
333,0,1987,10.0,8.0,4.8,USA,34.07,-118.1,150.0,270732.84,18951300.0,480435.5648475998,2327441.0,0.9511953,0.95119524,0.9511953,1.4160000153949974,1.4864116050023752,1.5700000524520878,0.0604152298736055,0.3321209229537083,0.8571506184135776,63095.7344480193,28,0.5959185564077022,0.4040814435922978,1,1.0
334,0,1987,10.0,10.0,5.7,USA,34.061,-118.078,150.0,270309.0,18921630.0,480663.8850438612,2327441.0,0.9511953,0.95119524,0.9511953,1.41585715838838,1.4864057082347433,1.5700000524520878,0.0794040301285072,0.331839447075287,0.856673367613179,501187.2336272725,28,0.4252772922859693,0.5747227077140308,3,1.0
335,0,1987,10.0,20.0,5.1,PERU,-8.143,-77.954,160.0,36372.88,2546101.8,92444.21996332463,743719.3,0.74,0.74,0.74,1.3297142778124111,1.3626737671110272,1.5299999713897492,0.081024687603385,0.2805532245611656,0.7869021747608138,125892.5411794166,28,0.14822106859201173,0.8517789314079882,2,1.0
336,0,1987,11.0,5.0,6.2,USA,33.082,-115.775,150.0,45753.55,3202748.8,122263.06529246128,715240.94,0.90517914,0.88360834,0.9511953,1.5481429014887098,1.5261974389493291,1.570000052452104,0.1088531120356993,0.287626655815734,0.7996528047812473,1584893.192461114,28,0.6678534238483115,0.3321465761516886,3,1.0
337,0,1987,12.0,63.0,6.0,JAPAN,35.362,140.214,30.0,633421.44,44339500.0,1284594.7734621654,8057306.0,0.9005839,0.90854615,0.9359721,1.0248571344784312,1.0559110521889643,1.4099999666215153,0.0899444272678792,0.4227966958542936,1.0215189238383535,1000000.0,28,0.5509635715943659,0.449036428405634,3,1.0
338,0,1988,1.0,5.0,6.3,AUSTRALIA,-19.847,133.803,170.0,58.154793,4070.8354,436.4587823901953,3650.858,0.89094985,0.89094985,0.89094985,1.6017143028123018,1.6007953730788755,1.610000014305136,0.0772528316804833,0.2804233722995882,0.7867545317548271,1995262.3149688789,27,-0.47886685069489837,0.47886685069489837,3,0.0
339,0,1988,1.0,5.0,6.7,AUSTRALIA,-19.829,133.882,170.0,58.174374,4072.2063,436.45621901052266,3650.858,0.89094985,0.89094985,0.89094985,1.6037143026079437,1.6008368115737923,1.610000014305136,0.046529560489024,0.2797858369510092,0.7855636929295764,5011872.336272725,27,-0.9085306547499372,0.9085306547499372,4,0.0
340,0,1988,1.0,14.0,5.5,CHINA,38.111,106.336,30.0,75021.96,5251537.0,153381.08937199425,995648.8,0.7314927,0.7183329,0.7667187,1.6178571411541476,1.5069381988392274,1.8500000238419751,0.0414366987303251,0.2797979940335485,0.7854197485146338,316227.7660168379,27,-0.9996932590641928,0.9996932590641928,3,0.0
341,0,1988,1.0,24.0,5.8,ALBANIA,41.246,19.63,130.0,51260.99,3588269.0,103939.06116956574,829838.7,0.7706357,0.76905334,0.8365,1.2901428733552758,1.3440631944012722,1.4700000286103068,0.1211032617142464,0.3484604133875223,0.8930311023339564,630957.344480193,27,-0.8173830100852317,0.8173830100852317,3,0.0
342,0,1988,2.0,33.0,5.8,BANGLADESH,24.688,91.57,60.0,503967.7,35277740.0,396260.1766916995,1580873.9,0.5999389,0.58772373,0.624,1.4401428614343912,1.462487873032232,1.5000000000000373,0.0836301381141819,0.2802657048150655,0.7867901180895905,630957.344480193,27,-0.3181845660125032,1.3181845660125031,2,1.0
343,0,1988,3.0,33.0,5.7,IRAN,30.89,50.194,140.0,32672.398,2287068.0,27590.74936725952,151090.72,0.774,0.77399987,0.774,1.4764286041259431,1.5096844574230446,1.7400000095368142,0.070611613759519,0.282550191125345,0.7883566259278603,501187.2336272725,27,-1.0178606834731247,1.0178606834731247,3,0.0
344,0,1988,6.0,17.0,6.2,PHILIPPINES,12.376,121.067,170.0,38676.32,2707342.5,50138.01678838649,201716.06,0.5914086,0.59847957,0.754686,0.4791428531917875,0.8053934000145769,1.4800000190729037,0.0580086200683666,0.3448825345353687,0.9444228515645692,1584893.192461114,27,0.32281247708965227,0.6771875229103477,2,1.0
345,0,1988,7.0,51.0,5.7,TAIWAN,23.902,121.598,30.0,279623.9,19573674.0,605854.6976154994,2858022.0,0.85683274,0.8560908,0.88213944,1.1724285687719092,1.0794145457294326,1.5099999904637844,0.0381837661926364,0.3940465973204552,1.0071547069379976,501187.2336272725,27,0.4058843768514806,0.5941156231485194,1,1.0
346,0,1988,8.0,33.0,6.1,IRAN,29.974,51.679,140.0,44884.98,3141948.5,48164.237459691605,194807.48,0.774,0.77399987,0.774,1.5474285840988038,1.507970068790917,1.7400000095367858,0.1127696767613703,0.2802304052436906,0.7871620225158812,1258925.411794166,27,-0.6634104093148926,1.6634104093148927,3,1.0
347,0,1988,9.0,0.0,4.3,PAPUA NEW GUINEA,-6.06,146.23,170.0,21535.025,1507451.9,24917.53064805161,129231.29,0.516,0.516,0.516,1.2059999976839444,1.3002332295883894,1.4400000572205292,0.1234908903315993,0.3056051676857945,0.8201766205442882,19952.62314968879,27,1.4834869103481618,0.5165130896518383,2,2.0
348,0,1988,10.0,12.0,5.6,ALGERIA,36.443,2.759,15.0,169333.39,11853338.0,348439.38336720073,2630816.8,0.745,0.74499995,0.745,1.4034285783767473,1.493996175442966,1.6399999856949083,0.1344618905178085,0.3577769351683948,0.8976938776769381,398107.1705534969,27,-1.2075643153785842,1.2075643153785842,4,0.0
349,0,1988,10.0,25.0,5.8,GREECE,37.938,20.932,130.0,16759.582,1173170.8,20201.749243159,93515.84,0.84667933,0.84732026,0.86316776,1.3590000322886633,1.440109688984914,1.470000028610398,0.0849588135362557,0.3986208638509556,0.978842297800625,630957.344480193,27,-0.31047346770902146,0.31047346770902146,4,0.0
350,0,1988,11.0,10.0,4.6,CHINA,21.23,108.545,30.0,126889.016,8882231.0,112353.20116808268,450141.6,0.70434195,0.7106177,0.7752142,1.2869999732289503,1.4562185021649694,1.559999942779557,0.4030198506384693,0.3104130907277592,1.0496847567896392,39810.71705534969,27,-0.19918916337719902,0.19918916337719902,4,0.0
351,0,1988,11.0,10.0,6.4,CHINA,23.181,99.439,30.0,50040.39,3502827.5,24449.79672964007,171327.73,0.61950386,0.6228657,0.64671975,1.4467142650059306,1.442271837321354,1.5599999427795872,0.0850411664835537,0.2802502239596268,0.7868060845320636,2511886.4315095823,27,-1.6959839709507585,1.6959839709507585,1,0.0
352,0,1988,11.0,11.0,5.3,AZORES (PORTUGAL),37.938,-26.142,130.0,9171.919,238469.9,14571.823252944838,67584.53,0.8076627,0.8076628,0.8076627,3.468646310349317e-15,2.095589576834529e-15,5.073719222536965e-14,0.2743319157594668,1.3904223187938272,2.0068043136418114,199526.2314968879,27,-0.5846337663957423,0.5846337663957423,1,0.0
353,0,1988,11.0,16.0,4.7,JAMAICA,18.068,-76.597,90.0,75299.99,5270999.5,81618.27975306372,498131.9,0.733,0.72478855,0.775,1.1138571637017372,1.3833383422000742,1.5700000524521158,0.0635059052405486,0.7761560048876277,1.5539280093189785,50118.72336272725,27,-0.23915412133067154,0.23915412133067154,1,0.0
354,0,1988,11.0,18.0,7.3,CHINA,22.789,99.611,30.0,41123.273,2878629.0,19765.06588295547,102372.16,0.6169118,0.62253344,0.64671975,1.443428553853712,1.4473135936466623,1.5599999427795872,0.0871320836532284,0.280733508607444,0.7871236978755998,19952623.149688788,27,1.157434787019944,1.842565212980056,3,3.0
355,0,1988,11.0,19.0,6.6,PHILIPPINES,12.399,124.537,170.0,95350.79,6674555.0,90104.57026579426,486362.03,0.5920195,0.6038364,0.7523886,1.0791428702218837,1.1412191935306686,1.5099999904634205,0.0912140340251099,0.3438174859164579,0.8749194086106393,3981071.7055349695,27,-1.2501644803267289,1.2501644803267289,2,0.0
356,0,1988,11.0,29.0,5.8,CANADA,48.117,-71.183,150.0,15708.681,1099607.6,59610.65932154642,392716.22,0.9161159,0.91611576,0.9161159,1.2558571730341226,1.219969764619006,1.340000033378633,0.0585491246813807,0.3131128959514578,0.9365569290355652,630957.344480193,27,-0.2747104718530912,0.2747104718530912,1,0.0
357,0,1988,11.0,33.0,5.7,USA TERRITORY,19.08,-67.256,90.0,140824.95,9857746.0,271796.2973787429,1546856.0,0.772289,0.7643627,0.83200717,1.1374285544668006,1.3896193146496496,1.4500000476837318,0.473482840233454,0.654585145263781,1.8582241208949823,501187.2336272725,27,-0.24842848646881177,0.24842848646881177,2,0.0
358,0,1988,11.0,69.0,6.0,GUATEMALA,13.881,-90.45,100.0,219025.98,15331819.0,317303.81063838187,2257999.2,0.64741355,0.6534759,0.72968847,1.2488571439470275,1.2962411707647694,1.5399999618529598,0.075239617229127,0.3721626530280995,0.9770613536756272,1000000.0,27,0.2418980973363653,0.7581019026636346,2,1.0
359,0,1989,1.0,33.0,5.3,TAJIKISTAN,38.465,68.694,40.0,93427.63,6539934.5,109168.7379479533,843866.2,0.64074284,0.6384447,0.701,1.669857147761749,1.648524010130225,1.860000014305232,0.1134063490123252,0.2804982722439799,0.7874044126062711,199526.2314968879,26,2.293095532216604,0.7069044677833963,4,3.0
360,0,1989,3.0,10.0,4.4,TURKEY,40.027,41.816,140.0,15638.698,1094708.9,16260.87625951624,109074.586,0.767,0.7669999,0.767,1.370857151917054,1.395365353109053,1.5199999809265654,0.114389684864174,0.2802805906790896,0.7872284342983897,25118.864315095823,26,-0.5257478552786606,0.5257478552786606,1,0.0
361,0,1989,3.0,30.0,6.1,MALAWI,-13.702,34.42,10.0,137697.53,9638827.0,150979.80181698484,887325.06,0.4619143,0.4698301,0.476,1.372571407045642,1.3788907551025331,1.529999971389726,0.0891852005633039,0.2870448131111083,0.8117313418446621,1258925.411794166,26,-0.31669991689365773,1.3166999168936577,2,1.0
362,0,1989,3.0,32.0,5.6,INDONESIA,1.031,126.189,170.0,44190.18,3093312.5,77151.566361228,447152.53,0.6819405,0.69614804,0.7098115,0.6157142860548754,0.3241175760047518,1.5399999618533364,0.1686179112539578,0.3620338229151135,1.5839147445695425,398107.1705534969,26,-0.2996251385256468,0.2996251385256468,3,0.0
363,0,1989,3.0,53.0,5.4,PAPUA NEW GUINEA,-4.346,152.797,170.0,6174.469,432212.84,8909.46552822039,44026.39,0.516,0.516,0.516,0.687428564684737,0.9313648454228004,1.4700000286103003,0.083216584903634,0.5187589464920603,1.096618840692822,251188.6431509582,26,0.7467144609579395,0.2532855390420604,2,1.0
364,0,1989,4.0,13.0,6.2,CHINA,29.987,99.195,30.0,3866.9941,270689.6,2356.607382740927,11856.503,0.6663201,0.6610643,0.7030024,1.5694286039897314,1.564039554847501,1.590000033378672,0.1320757358327237,0.2804152807981409,0.7874726448792492,1584893.192461114,26,1.2245713148999677,0.7754286851000322,3,2.0
365,0,1989,5.0,31.0,5.8,IRAN,30.167,50.921,140.0,28013.545,1960948.1,20629.598242162505,118177.18,0.774,0.774,0.774,1.571857156072321,1.5690631402582969,1.7400000095368142,0.0622896459933957,0.2880909308490946,0.7929677481640834,630957.344480193,26,2.0316282233233602,0.9683717766766395,5,3.0
366,0,1989,5.0,33.0,5.1,IRAN,29.964,51.655,140.0,44884.98,3141948.5,48164.2374596916,194807.48,0.774,0.774,0.774,1.5474285840988038,1.5079700687909168,1.7400000095367858,0.0939201788633982,0.280540701494147,0.7871100587556102,125892.5411794166,26,-0.41261729622490123,0.41261729622490123,1,0.0
367,0,1989,5.0,33.0,5.6,CHINA,23.553,99.526,30.0,58106.316,4067442.2,28815.65848874976,171327.73,0.6285758,0.6316581,0.64671975,1.4451428481510755,1.4385248223434004,1.5599999427795872,0.122413234597499,0.2804888691964396,0.7874819145656586,398107.1705534969,26,0.14850486424688758,0.8514951357531124,2,1.0
368,0,1989,6.0,6.0,5.1,BANGLADESH,21.861,89.763,60.0,524774.06,36734184.0,549315.7883623228,4016098.8,0.60043,0.61127126,0.66724133,1.2168571625437612,1.213902835828884,1.5000000000001337,0.1128716084943278,0.3795654330321472,0.97455466504727,125892.5411794166,26,0.2332810095717034,0.7667189904282966,1,1.0
369,0,1989,6.0,11.0,5.7,AZORES (PORTUGAL),39.112,-28.242,130.0,9171.919,238469.9,14571.82325294484,67584.53,0.8076627,0.8076628,0.8076627,3.468646310349317e-15,2.095589576834529e-15,5.073719222536965e-14,0.1177200068064224,1.292153023061973,1.858957753118856,501187.2336272725,26,-0.7101253577409662,0.7101253577409662,3,0.0
370,0,1989,6.0,15.0,6.1,ECUADOR,1.134,-79.616,160.0,38195.93,2673715.0,90190.1384904156,711569.25,0.73625714,0.7376911,0.739,1.2455714506762297,1.2766785424969085,1.4500000476838792,0.0127279220526458,0.4038835485241375,1.0755591732882648,1258925.411794166,26,-0.8386672737654882,0.8386672737654882,3,0.0
371,0,1989,7.0,5.0,5.0,JAPAN,34.942,139.193,30.0,606620.94,42463468.0,1292847.7929476276,8057306.0,0.9042686,0.9097609,0.9359721,1.0452857068606805,1.0590420769672857,1.4099999666215153,0.0954620343180107,0.3494348997558724,0.9071201078725468,100000.0,26,-0.30176299951556396,0.30176299951556396,1,0.0
372,0,1989,7.0,10.0,6.2,INDONESIA,-8.081,125.129,60.0,34505.375,2415376.2,54949.58253639463,396234.1,0.6277706,0.61941844,0.67553085,0.8301428573472491,0.9519480199012028,1.519999980926846,0.0441814440617187,0.413452497372428,1.1275800588411709,1584893.192461114,26,-0.9718542196340522,0.9718542196340522,5,0.0
373,0,1989,8.0,12.0,6.3,DJIBOUTI,11.766,41.942,10.0,14091.955,986436.9,18191.241804166737,151985.55,0.4557286,0.4607,0.473,1.4692857418741498,1.4697005470662374,1.4800000190734912,0.1279453008106175,0.2804308823858896,0.7874519295446606,1995262.3149688789,26,0.17164848565719537,0.8283515143428046,2,1.0
374,0,1989,8.0,14.0,5.8,INDONESIA,-4.511,139.022,170.0,25696.3,1798741.0,31014.78418983977,171877.56,0.5777301,0.5777301,0.5777301,1.163714274338313,1.008694740424876,1.3999999761583268,0.1536391877190681,0.2806402430743778,0.7878223396873336,630957.344480193,26,2.140736072314994,0.8592639276850061,1,3.0
375,0,1989,9.0,9.0,6.0,INDONESIA,-4.219,136.667,170.0,30347.334,2124313.5,20624.38747379027,105617.97,0.5777301,0.5777301,0.5777301,1.060857151235861,1.083947974059801,1.3700000047684089,0.1029563014065933,0.3147009093932009,0.8234766914614493,1000000.0,26,-1.3041379621113067,1.3041379621113067,5,0.0
376,0,1989,9.0,15.0,6.1,CHINA,31.583,102.433,30.0,7893.8823,552571.75,10596.211226456197,72801.414,0.7030024,0.70300245,0.7030024,1.5272857393537131,1.532938460471828,1.830000042915339,0.0716100551497389,0.2802713440202062,0.7865464311671629,1258925.411794166,26,0.1021014746146851,0.8978985253853149,1,1.0
377,0,1989,10.0,10.0,5.3,CHINA,39.893,113.884,30.0,98568.375,6899786.5,141617.88188157437,909373.94,0.7391538,0.7366928,0.7667187,1.4335714391299608,1.3889635718987638,1.5299999713899002,0.0201246117815534,0.2801301609561067,0.7849178247404833,199526.2314968879,26,1.320084745853699,0.6799152541463009,5,2.0
378,0,1989,10.0,42.0,4.7,IRAN,30.96,51.421,140.0,27126.998,1898889.9,18314.119680366894,98713.37,0.774,0.77399987,0.774,1.6422857284545875,1.6453722189535849,1.7400000095368142,0.0966488489186873,0.280290550499453,0.7870064195030774,50118.72336272725,26,-0.5663924373582002,0.5663924373582002,1,0.0
379,0,1989,11.0,33.0,4.7,CHINA,29.882,106.804,30.0,311900.9,21833064.0,346483.8687194202,2317563.0,0.7215408,0.7250031,0.73167473,1.473285717623578,1.4876564445565337,1.5399999618530833,0.0713442359445738,0.2804353592498158,0.7866281081809462,50118.72336272725,26,0.16608948189323247,0.8339105181067675,1,1.0
380,0,1989,12.0,10.0,5.4,AUSTRALIA,-32.967,151.619,170.0,84826.87,5937881.0,285522.79236451915,2141550.5,0.95444953,0.9544497,0.95444953,1.3832856808390137,1.364161928725285,1.649999976158259,0.0921954445779913,0.3499176990887448,0.9160900974549848,251188.6431509582,26,1.6987899554362915,0.3012100445637085,4,2.0
381,0,1989,12.0,24.0,7.5,PHILIPPINES,8.337,126.729,170.0,117395.23,8217666.0,183241.86188072167,1363748.1,0.5725821,0.61924416,0.7466452,1.2815714206014546,1.2574731817692992,1.4800000190737048,0.3560337062505684,0.3951064858104191,1.2539062944797277,31622776.60168379,26,0.5232521870083336,0.4767478129916663,3,1.0
382,0,1990,2.0,5.0,5.5,USA,34.14,-117.7,150.0,272197.72,19053840.0,481541.6913075852,2327441.0,0.9511953,0.9511951,0.9511953,1.4804285917963136,1.484755375048179,1.5700000524520936,0.0764852927062566,0.3041633478485399,0.8112243074524729,316227.7660168379,25,-0.36628939103341823,0.36628939103341823,1,0.0
383,0,1990,3.0,10.0,6.1,PAKISTAN,28.925,66.331,60.0,14875.757,1041303.0,14659.912106143662,106837.586,0.49171567,0.4921827,0.492285,1.7221428683825908,1.73368530585211,1.7400000095367858,0.0666033032261175,0.2802132668771171,0.7863948138689577,1258925.411794166,25,0.9850924884717025,1.0149075115282975,3,2.0
