,I_D,FLAG_TSUNAMI,YEAR,MONTH,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,avg_density,dst_avg_density,sum_density,density_deviation,max_density,HDI,HDI_pop_wgt,max_HDI,dist_to_closest_pop,pop_dist_deviation,avg_pop_distance,eq_mag_unlogged
460,5436,No,1996,3.0,28.0,6.3,6.3,6.0,5.7,0.0,0.0,0.0,0.0,CHINA,39.993,76.696,40.0,24,29455.13,28952.396172788453,2945513.0,64394.93412247147,458638.94,0.69944966,0.70772815,0.7083121,0.13771347063986744,0.3400653532985171,0.9504535758940937,1995262.3149688789
461,5437,No,1996,3.0,33.0,5.9,5.9,5.2,5.8,0.0,0.0,0.0,6.0,ECUADOR,-1.036,-78.737,160.0,27,78921.234,71573.57154006636,7892123.0,150945.0520818611,1030722.6,0.739,0.7389999,0.739,0.14305593311862505,0.3354052504882957,0.9416545464049436,794328.2347242822
462,5438,No,1996,4.0,44.0,7.2,7.2,7.5,6.3,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-6.518,154.999,170.0,1,4611.123,3334.400292194819,461112.3,6198.617077075917,29102.191,0.51556,0.51576126,0.516,0.16530275256111346,1.0026003710046814,2.0969536406708484,15848931.924611142
463,5439,No,1996,5.0,26.0,6.0,6.0,6.0,5.5,0.0,0.0,6.0,8.0,CHINA,40.774,109.661,30.0,23,50125.016,33798.92342124331,5012501.5,188020.71354888615,1773119.8,0.7667187,0.7667186,0.7667187,0.10722406446483812,0.33376964319517055,0.9402599890606473,1000000.0
464,5440,Yes,1996,6.0,33.0,7.9,7.9,7.6,6.6,0.0,0.0,0.0,6.0,USA,51.564,-177.632,150.0,0,97.96986,87.64106988009026,9796.986,352.1152566362702,3013.3484,0.801324,0.9115284,0.94821656,1.053930737765103,2.0600668701152376,13.146902800507346,79432823.47242822
465,5441,No,1996,9.0,10.0,6.0,6.0,6.0,5.6,0.0,0.0,0.0,8.0,CROATIA,42.803,17.936,130.0,0,27580.389,29164.99388859874,2758039.0,45583.60728887141,406612.9,0.78339,0.77226216,0.827,0.09436630754500719,0.4271612820009978,1.1158686781059104,1000000.0
466,5442,Yes,1996,11.0,33.0,7.7,7.7,7.3,6.5,0.0,0.0,0.0,8.0,PERU,-14.993,-75.675,160.0,14,12378.116,12635.473148355073,1237811.6,26583.68584842447,147458.14,0.74,0.73999995,0.74,0.12815615475587125,0.5058577928731035,1.3395636657028793,50118723.36272725
467,5443,No,1997,1.0,22.0,5.8,5.8,5.8,5.7,0.0,0.0,0.0,7.0,KYRGYZSTAN,41.026,74.284,40.0,0,14278.261,15314.346260251496,1427826.0,24588.046924913142,185315.19,0.6697605,0.66595566,0.7083121,0.13446932737486683,0.3353924474788188,0.9416202988010935,630957.344480193
468,5444,No,1997,1.0,33.0,7.2,7.2,6.9,6.5,0.0,0.0,0.0,0.0,MEXICO,18.219,-102.756,150.0,1,37341.777,43832.18126371397,3734178.0,61059.0375199964,380432.1,0.73108894,0.7377308,0.7857074,0.1516476178431784,0.4676387071385999,1.186470774693165,15848931.924611142
469,5445,No,1997,1.0,10.0,4.7,0.0,4.7,4.8,0.0,0.0,0.0,6.0,ALBANIA,40.956,19.672,130.0,0,64335.008,50864.7512778489,2509065.2,136249.49059768123,829838.7,0.764,0.76400006,0.764,0.0936482781338119,0.2514682724109128,0.6350055703997954,50118.72336272725
470,5446,No,1997,1.0,33.0,5.9,5.9,5.8,5.3,0.0,0.0,0.0,0.0,CHINA,39.474,76.998,40.0,12,42708.117,41589.44289333516,4270811.5,71628.33842635261,458638.94,0.707869,0.7082936,0.7083121,0.1578923683851833,0.3333749610605994,0.9644493371780147,794328.2347242822
471,5447,No,1997,2.0,10.0,6.5,6.5,6.8,5.9,0.0,0.0,0.0,8.0,IRAN,37.661,57.291,140.0,88,23749.951,22906.573948835477,2374995.2,86591.29084391308,872746.25,0.74612,0.73768777,0.774,0.0913892772811893,0.33391476700065337,0.9402382246510999,3162277.6601683795
472,5449,No,1997,2.0,33.0,7.1,7.1,7.3,6.3,0.0,0.0,7.3,0.0,PAKISTAN,29.976,68.208,60.0,60,24737.074,27423.13325986933,2473707.5,26473.409802524562,168281.44,0.492285,0.49228495,0.492285,0.13072872674278327,0.33507187182763903,0.9413711129524865,12589254.117941663
473,5450,No,1997,2.0,10.0,6.1,6.1,6.1,5.5,0.0,0.0,0.0,7.0,IRAN,38.075,48.05,140.0,1100,41001.984,39535.81432373779,4100198.5,32782.270362463154,164348.27,0.77204996,0.7705416,0.774,0.09013878190340263,0.3502868224169318,0.9559817731619255,1258925.411794166
474,5452,No,1997,3.0,22.0,5.6,5.6,5.5,5.2,0.0,0.0,0.0,0.0,CHINA,39.422,76.839,40.0,2,42395.3,38486.3825032509,4239530.0,71776.84180697102,458638.94,0.70698273,0.708254,0.7083121,0.059203040465908616,0.3319386630311667,0.9600982016155462,398107.1705534969
475,5453,No,1997,3.0,50.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,PAKISTAN,34.872,71.62,60.0,15,310143.7,321168.65914764407,14576753.0,348807.53306806553,1469761.6,0.5238507,0.5369809,0.55,0.005830951912871432,0.2339417806139588,0.6435948770505767,79432.82347242821
476,5454,No,1997,3.0,10.0,6.1,6.1,5.9,5.6,0.0,0.0,0.0,6.0,JAPAN,31.92,130.429,30.0,0,102346.84,114972.1326452129,10234685.0,177544.25815121198,1375921.8,0.887392,0.89000297,0.89898634,0.07029224706281312,0.4337558087888737,1.0479018748752256,1258925.411794166
477,5455,No,1997,4.0,33.0,5.9,5.9,5.9,5.4,0.0,0.0,0.0,0.0,CHINA,39.513,76.865,40.0,0,39676.867,36151.949120225894,3967686.8,70532.35415838052,458638.94,0.70653963,0.70823056,0.7083121,0.11244554238475396,0.3322151231805728,0.9591354340294918,794328.2347242822
478,5456,No,1997,4.0,33.0,6.0,6.0,5.8,5.6,0.0,0.0,0.0,0.0,CHINA,39.537,76.998,40.0,0,40628.38,39630.05216939909,4062837.8,70769.6702553534,458638.94,0.70653963,0.7082324,0.7083121,0.15123822267337556,0.3336886042270149,0.9622881046002338,1000000.0
479,5457,No,1997,4.0,15.0,6.2,6.2,6.1,5.8,0.0,0.0,0.0,0.0,CHINA,39.527,76.941,40.0,9,40647.355,38721.27212615386,4064735.2,70789.47427894513,458638.94,0.70653963,0.7082324,0.7083121,0.11815244389962079,0.3331120044528424,0.9610624477956518,1584893.1924611141
480,5458,Yes,1997,4.0,33.0,7.7,7.7,7.9,6.4,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-12.584,166.676,170.0,0,3214.4558,3940.5591217702354,321445.6,8135.191382944197,75621.1,0.56994,0.5811661,0.597,0.5433985645843846,1.3651686148416011,3.3082493114194484,50118723.36272725
481,5459,No,1997,4.0,5.0,6.7,6.7,6.5,6.0,0.0,0.0,0.0,0.0,TRINIDAD AND TOBAGO,11.112,-60.892,90.0,0,28496.816,24942.09795043244,2849681.8,56594.116461548365,423226.53,0.74469095,0.76643604,0.795,0.021400934569073164,0.6712571548365992,1.6960299802007954,5011872.336272725
482,5461,No,1997,5.0,10.0,7.2,7.2,7.3,6.4,0.0,0.0,0.0,10.0,IRAN,33.825,59.809,140.0,1728,8794.781,9066.692052984088,879478.1,4185.82192903392,32443.389,0.72975,0.73236835,0.774,0.08280096619505373,0.333930233574156,0.9401631204822932,15848931.924611142
483,5463,No,1997,5.0,196.0,6.4,6.4,0.0,6.1,0.0,0.0,0.0,0.0,AFGHANISTAN,36.411,70.945,40.0,1,28972.457,31529.05866245347,2897245.8,28359.609464383477,130436.95,0.49965388,0.49184695,0.627,0.07871467459853516,0.33378963167445663,0.9400104451377905,2511886.4315095823
484,5465,No,1997,5.0,36.0,5.8,5.8,5.6,6.0,0.0,0.0,0.0,8.0,INDIA,23.083,80.041,60.0,56,154878.89,141099.6767789967,15487889.0,96249.9780181019,730858.5,0.5097224,0.50927246,0.624,0.09391485507325346,0.3339419356938809,0.9402861031356093,630957.344480193
485,5466,No,1997,6.0,10.0,5.9,5.9,5.8,5.5,0.0,0.0,0.0,0.0,IRAN,33.938,59.475,140.0,0,8319.029,8481.988892430965,831902.94,4146.465921621448,32443.389,0.75925,0.7579285,0.774,0.11819052413757695,0.334332424972022,0.9407622501544433,794328.2347242822
486,5467,Yes,1997,7.0,20.0,7.0,7.0,6.8,6.2,0.0,0.0,0.0,5.0,VENEZUELA,10.598,-63.486,90.0,81,43385.48,38791.84562451171,4338548.0,63682.744736827204,394115.5,0.7628788,0.76572275,0.78602403,0.11423659659677797,0.47232872341944615,1.1702933483765952,10000000.0
487,5469,No,1997,7.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,SOUTH AFRICA,-26.857,26.619,10.0,15,27744.31,22268.304732279055,1303982.6,54218.66003306961,309365.3,0.6319569,0.6341057,0.74084103,0.018973665961361515,0.232937710158094,0.6436756330365451,100000.0
488,5471,No,1997,8.0,33.0,6.0,6.0,6.0,5.9,0.0,0.0,0.0,0.0,INDONESIA,4.358,96.494,60.0,0,47529.766,49045.386626704116,4752976.5,49349.34782210482,231934.83,0.6997694,0.6998216,0.7007373,0.12020815278495989,0.4562016285084178,1.0766017246008066,1000000.0
489,5472,No,1997,9.0,10.0,5.7,5.7,5.6,5.5,0.0,0.0,0.0,8.0,ITALY,43.048,12.879,130.0,0,100312.93,111129.32237615385,10031293.0,192969.19651058016,1532695.9,0.89913416,0.9013831,0.9093576,0.07710382611271638,0.3756461697066265,0.9791736595852254,501187.2336272725
490,5473,No,1997,9.0,10.0,6.0,6.0,6.0,5.7,0.0,0.0,0.0,10.0,ITALY,43.084,12.812,130.0,14,98644.95,109420.96834697506,9864495.0,193079.0961039042,1532695.9,0.8993105,0.90132946,0.9093576,0.07516648190694734,0.37140676280013973,0.9755441796114067,1000000.0
491,5474,No,1997,9.0,33.0,5.9,5.9,5.5,5.6,0.0,0.0,0.0,0.0,INDONESIA,-3.776,119.727,170.0,20,95340.76,94390.37344282123,9534076.0,148445.53172618808,1319493.9,0.6830928,0.6880487,0.6967042,0.14214429286810076,0.44771926091860414,1.1016723599957672,794328.2347242822
492,5475,No,1997,10.0,58.0,7.1,7.1,6.8,6.8,0.0,0.0,0.0,0.0,CHILE,-30.933,-71.22,160.0,8,9552.68,8464.884797611807,955268.0,18295.34799122004,97572.11,0.830918,0.83696276,0.8447554,0.1113058848478942,0.4315129133956014,1.0716774885774876,12589254.117941663
493,5476,No,1997,11.0,33.0,7.5,7.5,7.9,6.2,0.0,0.0,0.0,0.0,CHINA,35.069,87.325,40.0,0,229.4774,234.5023939381985,22947.74,207.11106198355986,732.23175,0.6250562,0.6210363,0.7083121,1.2759843259090298,0.41644619506251046,2.493018820812236,31622776.60168379
494,5477,No,1997,11.0,33.0,6.6,6.6,6.4,5.9,0.0,0.0,0.0,0.0,GREECE,37.57,20.656,130.0,0,17914.838,18838.823876075945,1791483.9,22411.464945884047,123409.41,0.8479952,0.8489916,0.86316776,0.06313477647147732,0.5360590706538063,1.4747509166211943,3981071.7055349695
495,5478,No,1997,11.0,54.0,6.1,6.1,0.0,5.9,0.0,0.0,0.0,0.0,INDIA,22.212,92.702,60.0,23,157771.39,153246.97058848504,15777139.0,445543.71244782675,4131092.5,0.57854,0.58107054,0.624,0.11618089342072817,0.347203921432926,0.9526137425922643,1258925.411794166
496,5479,No,1997,11.0,24.0,7.0,7.0,6.8,6.1,0.0,0.0,0.0,0.0,INDONESIA,1.241,122.536,170.0,0,41844.477,44769.701951987954,4184447.8,70948.54096530058,447152.53,0.6805016,0.6886621,0.7098115,0.14620875487503707,0.5918953058843721,1.5357588832219755,10000000.0
497,5480,Yes,1997,12.0,33.0,7.8,7.8,7.6,6.3,0.0,0.0,0.0,7.0,RUSSIA,54.841,162.035,50.0,0,203.40434,187.8662269027209,20340.434,190.10620769593922,634.5796,0.78032154,0.7803214,0.78032154,0.09620810779032428,0.540582636728187,1.4618117897753697,63095734.448019296
498,5481,No,1998,1.0,30.0,5.7,5.7,5.7,5.8,0.0,0.0,0.0,8.0,CHINA,41.083,114.5,30.0,70,61661.047,58338.98127481243,6166105.0,85234.3104727351,591968.75,0.74680734,0.74083984,0.7667187,0.1318673575832055,0.33393364641487955,0.94046394752509,501187.2336272725
499,5483,No,1998,1.0,33.0,6.6,6.6,6.2,6.1,0.0,0.0,0.0,0.0,GUATEMALA,14.374,-91.473,100.0,0,172201.52,147928.2350382494,17220152.0,249067.2557368801,2257999.2,0.6496494,0.6440172,0.6868504,0.09800510191377874,0.4712292528765708,1.1359989266421417,3981071.7055349695
500,5484,No,1998,2.0,33.0,6.3,6.3,6.2,6.0,0.0,0.0,0.0,0.0,MEXICO,15.883,-96.298,150.0,0,32358.816,32384.49325798764,3235881.8,58960.715149596115,465508.6,0.7019261,0.70188093,0.7342194,0.07741446892579787,0.4923367736083533,1.2038216048688455,1995262.3149688789
501,5485,No,1998,2.0,33.0,5.9,5.9,6.1,5.6,0.0,0.0,0.0,0.0,AFGHANISTAN,37.075,70.089,40.0,2323,56067.766,51737.84443243727,5606776.5,45661.13430966662,235992.94,0.51304,0.5268319,0.627,0.061611687219038244,0.33387137514565135,0.9398221139184844,794328.2347242822
502,5486,No,1998,2.0,236.0,6.4,6.4,5.7,5.8,0.0,0.0,0.0,0.0,AFGHANISTAN,36.479,71.086,40.0,1,26578.158,28539.64587043459,2657815.8,25801.181134783143,103180.695,0.50496423,0.49691358,0.627,0.11107204868718833,0.33379772817180864,0.9403059533477071,2511886.4315095823
503,5487,No,1998,3.0,9.0,6.6,6.6,6.9,5.9,0.0,0.0,0.0,0.0,IRAN,30.154,57.605,140.0,5,13496.654,14047.291960014509,1349665.4,9650.811351106184,47192.258,0.774,0.774,0.774,0.03522782990993005,0.3339253918748757,0.9393454605919694,3981071.7055349695
504,5488,No,1998,3.0,33.0,5.6,5.6,5.6,5.4,0.0,0.0,0.0,0.0,CHINA,39.977,76.731,40.0,0,29925.791,29662.03143671988,2992579.0,64387.105005887,458638.94,0.700779,0.7078366,0.7083121,0.14710540436974207,0.34107986053947786,0.9518891129989534,398107.1705534969
505,5489,Yes,1998,3.0,10.0,8.1,8.1,8.0,6.6,0.0,0.0,0.0,0.0,ANTARCTICA,-62.877,149.527,20.0,0,3352.0046,3298.3024070559186,335200.47,18151.056549375047,178316.75,0.93295735,0.9329573,0.93295735,19.153214038380394,0.6636687099833495,20.605529995731,125892541.17941661
506,5490,No,1998,4.0,10.0,5.2,5.2,4.8,5.1,0.0,0.0,0.0,0.0,ITALY,43.164,12.701,130.0,0,65720.65,68436.28798205726,3220312.0,51698.00742375136,201615.64,0.90164256,0.9016466,0.9093576,0.08542247946207272,0.23605965252255923,0.6589074652696248,158489.3192461114
507,5491,No,1998,4.0,33.0,5.8,5.8,5.7,5.3,0.0,0.0,0.0,0.0,IRAN,32.457,59.976,140.0,12,5243.9185,5516.502164600902,524391.9,3119.720353030691,10294.211,0.71795,0.719535,0.774,0.1300961182956285,0.33502781322413283,0.9413361783772838,630957.344480193
508,5492,No,1998,4.0,10.0,5.7,5.7,5.7,5.3,0.0,0.0,0.0,8.0,AUSTRIA,46.245,13.652,120.0,1,44661.96,42754.95237567642,4466196.0,60402.6444393109,278050.53,0.88750136,0.892407,0.9088783,0.12299999998871046,0.3461702770085882,0.9526192722826492,501187.2336272725
509,5493,No,1998,5.0,24.0,6.6,6.6,6.6,5.9,0.0,0.0,0.0,0.0,BOLIVIA,-17.731,-65.431,160.0,105,25691.729,24500.061248072772,2569173.0,86519.97200803166,837384.56,0.674,0.6740001,0.674,0.1198832765727325,0.33412723410981127,0.9406127797943898,3981071.7055349695
510,5494,No,1998,5.0,33.0,5.6,5.6,5.6,5.2,0.0,0.0,0.0,0.0,CHINA,37.388,78.843,40.0,0,22377.428,22092.08676997045,2237742.8,61364.7995334755,459265.22,0.7083121,0.7083121,0.7083121,0.034539832090681365,0.40875455794619936,1.06944776134149,398107.1705534969
511,5495,No,1998,5.0,33.0,6.6,6.6,6.9,5.9,0.0,0.0,0.0,0.0,AFGHANISTAN,37.106,70.11,40.0,4700,56290.203,52361.74890664371,5629020.5,46015.29618918685,235992.94,0.516,0.5297117,0.627,0.02420743689021211,0.3339910945239834,0.9391333501113251,3981071.7055349695
512,5497,No,1998,6.0,33.0,6.3,6.3,6.2,5.8,0.0,0.0,0.0,8.0,TURKEY,36.878,35.307,140.0,145,77053.52,66774.47525271148,7705352.0,103665.99777597756,511124.94,0.74799,0.7273587,0.856,0.06806614431446056,0.3906025042057156,1.0622186153882403,1995262.3149688789
513,5498,No,1998,7.0,10.0,6.2,6.2,6.0,5.7,0.0,0.0,0.0,0.0,AZORES (PORTUGAL),38.65,-28.626,130.0,10,6424.0786,8394.709435629044,89937.1,7946.520476675284,29364.113,0.8076627,0.8076627,0.8076627,0.025019991998503563,0.4941120980298706,0.722834502384561,1584893.1924611141
514,5499,No,1998,7.0,26.0,6.0,6.0,0.0,5.9,0.0,0.0,0.0,0.0,ARMENIA,38.717,48.507,40.0,0,47155.582,42416.30190438378,4715558.0,34500.53213394094,177649.66,0.768,0.7670119,0.774,0.1496262009206621,0.3911221456244706,1.021269422103093,1000000.0
515,5500,No,1998,7.0,13.0,5.7,5.7,5.4,5.5,0.0,0.0,0.0,5.0,TAIWAN,23.407,120.736,30.0,5,274566.16,337613.0144059209,23063558.0,609468.6481679738,2858022.0,0.8560884,0.8560884,0.8560884,0.11552056091987657,0.4439128980183137,0.9813596686385334,501187.2336272725
516,5501,Yes,1998,7.0,25.0,7.0,7.0,7.1,5.8,0.0,0.0,0.0,0.0,PAPUA NEW GUINEA,-2.943,142.582,170.0,0,8770.449,8723.287926007575,877044.94,19154.78747432193,180575.94,0.5190865,0.5330338,0.5777301,0.18701069488065858,0.4458559221342872,1.3206393798905338,10000000.0
517,5502,No,1998,8.0,33.0,7.2,7.2,7.1,6.2,0.0,0.0,0.0,0.0,ECUADOR,-0.593,-80.393,160.0,3,82182.92,94556.25174558083,8218292.0,135997.72687044655,768180.1,0.739,0.73899996,0.739,0.036715119499497864,0.4543904277683674,1.1629260706363356,15848931.924611142
518,5503,No,1998,8.0,33.0,6.4,6.4,6.4,5.6,0.0,0.0,0.0,0.0,CHINA,39.66,77.343,40.0,3,33289.45,35730.481894160876,3328945.0,55936.70752070545,317865.3,0.70653963,0.70821846,0.7083121,0.04742362281051255,0.34934551650129586,0.96757797256782,2511886.4315095823
519,5504,No,1998,9.0,152.0,6.6,6.6,0.0,6.4,0.0,0.0,0.0,0.0,INDONESIA,-8.194,112.413,60.0,1,455776.0,417345.39628493815,45577600.0,388592.4710325507,3012435.5,0.66915876,0.66916215,0.7824059,0.0787718223687727,0.46709368809567614,1.1619725692463665,3981071.7055349695
520,5505,No,1998,9.0,10.0,5.5,5.5,5.3,5.2,0.0,0.0,0.0,8.0,SERBIA,44.209,20.08,130.0,1,70405.41,72621.0249629817,3590675.5,116617.74687259799,743316.7,0.7744706,0.7756032,0.776,0.09529428104408513,0.23931993160341777,0.6714402068024025,316227.7660168379
521,5506,No,1998,9.0,10.0,5.3,5.3,5.1,5.0,0.0,0.0,0.0,0.0,ALBANIA,41.925,20.39,130.0,0,79562.805,88178.07608623843,3898577.2,126752.96550990414,829838.7,0.77215344,0.77072144,0.84951806,0.052201532532709524,0.23681914737670534,0.6583300795586952,199526.2314968879
522,5507,No,1998,10.0,39.0,5.4,5.4,4.9,5.3,0.0,0.0,0.0,0.0,IRAN,33.199,47.225,140.0,0,31759.033,34658.432764927056,1619710.8,28671.966711665813,133825.12,0.7592941,0.7594031,0.774,0.12440257230421185,0.2377150475048379,0.6708182566988633,251188.6431509582
523,5508,No,1998,11.0,33.0,5.4,5.4,5.1,5.3,0.0,0.0,0.0,0.0,IRAN,27.791,53.608,140.0,5,18990.672,20698.2864224707,968524.25,19608.58029417648,121908.43,0.774,0.77400005,0.774,0.08570297545468371,0.24047527687217715,0.6719911452003806,251188.6431509582
524,5509,No,1998,11.0,33.0,5.6,5.6,5.6,5.2,0.0,0.0,0.0,0.0,CHINA,27.308,101.029,30.0,5,47850.406,49503.76202764688,4785040.5,72925.46487575394,595243.3,0.6771124,0.680209,0.7030024,0.11706835611933918,0.33449199547282366,0.9408740372205364,398107.1705534969
525,5510,Yes,1998,11.0,33.0,7.7,7.7,7.7,6.5,0.0,0.0,0.0,7.0,INDONESIA,-2.071,124.891,170.0,41,12445.337,13290.5475158173,1244533.8,17108.86159842099,149764.3,0.67497635,0.6793362,0.7098115,0.19665197685656602,0.7671945944870029,1.916434274802651,50118723.36272725
526,5511,No,1998,12.0,10.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,CHINA,26.373,104.021,30.0,0,139615.1,136334.3195056161,1675381.1,57720.96782588833,285799.8,0.6457463,0.64608943,0.64671975,0.10401922901001026,0.12048874848860568,0.3269998823082785,31622.776601683792
527,5512,No,1999,1.0,17.0,6.2,6.2,5.7,5.9,0.0,0.0,0.0,0.0,COLOMBIA,4.461,-75.724,160.0,1185,97637.58,100535.95949009746,9763758.0,214482.52718502513,1906990.6,0.727,0.72699994,0.727,0.13113733259557606,0.3352164804150394,0.9414778872310642,1584893.1924611141
528,5514,No,1999,2.0,33.0,3.2,0.0,0.0,3.2,0.0,0.0,0.0,3.0,RUSSIA,42.962,46.954,40.0,0,71183.445,74656.33809585878,925384.8,60726.20568783876,215658.05,0.77071166,0.77071166,0.77071166,0.11751595634722942,0.1172989515164873,0.3367744590724862,1584.893192461114
529,5515,No,1999,2.0,10.0,4.8,0.0,0.0,4.8,0.0,0.0,0.0,7.0,SPAIN,38.193,-1.566,130.0,0,61800.652,64833.33571234106,3151833.2,89942.14071790176,469342.28,0.86101365,0.8630895,0.870629,0.09002777347864858,0.24093777894697138,0.6726856378205355,63095.7344480193
530,5516,No,1999,2.0,33.0,6.0,6.0,5.8,5.4,0.0,0.0,0.0,0.0,AFGHANISTAN,34.259,69.364,40.0,70,143374.31,108964.57994141176,14337431.0,320102.87927472155,2649905.8,0.48326,0.4821717,0.55,0.11652038449220342,0.33396346747105565,0.9404072088041103,1000000.0
531,5517,No,1999,3.0,33.0,6.6,6.6,6.5,6.2,0.0,0.0,0.0,0.0,IRAN,28.343,57.193,140.0,1,19337.66,18216.80616033532,1933766.0,15300.790274360768,52768.863,0.774,0.7740001,0.774,0.07515317690165838,0.3337647774363249,0.9399457764196903,3981071.7055349695
532,5518,No,1999,3.0,33.0,5.1,5.1,5.2,5.1,0.0,0.0,0.0,0.0,CHINA,41.131,114.658,30.0,0,67259.664,60116.82071521201,3228464.0,103694.94467367344,591968.75,0.7407455,0.73699266,0.7667187,0.03354101964230864,0.23540835582819605,0.651359101263294,125892.54117941661
533,5519,No,1999,3.0,15.0,6.6,6.6,6.6,6.4,0.0,0.0,0.0,8.0,INDIA,30.512,79.403,60.0,100,87213.36,102100.55136273979,8721336.0,146332.25023547283,778612.6,0.6534936,0.6433053,0.8842304,0.11641735266196153,0.3368844107003928,0.9439818880087303,3981071.7055349695
534,5520,No,1999,4.0,87.0,6.8,6.8,6.2,6.1,0.0,0.0,0.0,6.0,PERU,-16.66,-72.662,160.0,1,15903.146,14387.964956843918,1590314.6,62736.393892796696,556702.3,0.74,0.7399999,0.74,0.05093132632125148,0.4551302120136431,1.209409742486483,6309573.44480193
535,5521,No,1999,5.0,33.0,6.2,6.2,6.3,5.9,0.0,0.0,0.0,0.0,IRAN,29.501,51.88,140.0,26,41545.723,35535.943346753455,4154572.5,45052.28949220742,194807.48,0.774,0.77400005,0.774,0.12410076551641684,0.33506215008412044,0.9412555561730447,1584893.1924611141
536,5522,No,1999,6.0,33.0,5.4,5.4,5.0,5.4,0.0,0.0,0.0,5.0,AZERBAIJAN,40.802,47.448,40.0,1,43746.95,42033.916186502,2187347.5,20538.21157393988,89629.086,0.7606396,0.75964844,0.77071166,0.10323759004884527,0.23636973062538574,0.664608729581249,251188.6431509582
537,5523,No,1999,6.0,70.0,7.0,7.0,6.5,6.4,0.0,0.0,0.0,0.0,MEXICO,18.386,-97.436,150.0,20,111716.82,114642.74027521434,11171682.0,202626.53007644718,1572089.4,0.72377765,0.7333961,0.7712908,0.061983868873245966,0.3337907841589629,0.9397658619501033,10000000.0
538,5524,No,1999,6.0,69.0,6.3,6.3,5.8,6.0,0.0,0.0,0.0,0.0,MEXICO,18.324,-101.539,150.0,0,36135.887,42508.57105285895,3613588.8,81761.20928615052,682710.3,0.71502465,0.7190044,0.77335036,0.09998499887404896,0.37979158130308066,0.9915002628481919,1995262.3149688789
539,5525,No,1999,7.0,10.0,6.7,6.7,6.6,6.0,0.0,0.0,0.0,0.0,GUATEMALA,15.782,-88.33,100.0,2,54981.266,49724.443710179374,5498126.5,72834.04299127164,386415.7,0.64981,0.63081187,0.706,0.10331505214990755,0.35799861173560193,0.9743113588855737,5011872.336272725
540,5526,No,1999,7.0,10.0,4.2,0.0,4.2,5.2,0.0,0.0,0.0,0.0,BANGLADESH,21.544,91.895,60.0,6,419282.7,400291.75100475736,3354261.5,222821.02322072873,671766.0,0.579,0.579,0.579,0.08343260753724735,0.14365624431731056,0.3102878067878353,15848.93192461114
541,5527,Yes,1999,8.0,13.0,7.6,7.6,7.8,6.3,0.0,0.0,0.0,10.0,TURKEY,40.76,29.97,140.0,17118,243029.67,226920.3144118152,24302968.0,801797.3273090196,7203216.5,0.767,0.767,0.767,0.1491643388996626,0.42012369175799336,1.0663072365790087,39810717.05534969
542,5530,No,1999,8.0,10.0,5.2,5.2,4.9,5.2,0.0,0.0,0.0,0.0,TURKEY,40.711,29.949,140.0,1,249093.27,276636.49456786265,10212824.0,495889.58102003875,2458248.5,0.767,0.7669999,0.767,0.11345483681428013,0.2392902117634352,0.6266609107998031,158489.3192461114
543,5531,No,1999,9.0,10.0,6.0,6.0,5.8,5.6,0.0,0.0,0.0,9.0,GREECE,38.119,23.605,130.0,143,48962.254,20157.70873410423,4896225.0,185866.2380438146,1397007.1,0.8553703,0.88244134,0.892091,0.020880613032741035,0.3727464389858716,0.9864230792607023,1000000.0
544,5533,No,1999,9.0,13.0,5.8,5.8,5.8,5.8,0.0,0.0,0.0,0.0,TURKEY,40.709,30.045,140.0,7,242760.1,243342.6177573759,24276010.0,801862.6244074351,7203216.5,0.767,0.767,0.767,0.11600000000323925,0.4116025393300475,1.049344326765617,630957.344480193
545,5535,No,1999,9.0,33.0,7.7,7.7,7.7,6.5,0.0,0.0,0.0,10.0,TAIWAN,23.772,120.982,30.0,2297,240288.11,230181.06775247917,24028810.0,564508.5119350138,2858022.0,0.8487802,0.85326874,0.88213944,0.14851935899862562,0.5595470222811421,1.1485321321380741,50118723.36272725
546,5536,No,1999,9.0,17.0,6.5,6.5,6.4,6.2,0.0,0.0,0.0,0.0,TAIWAN,23.738,121.158,30.0,0,259276.19,273276.1211822394,23334856.0,591889.5085396937,2858022.0,0.85637784,0.85608953,0.88213944,0.11772000678332745,0.484072038440171,1.062210636579125,3162277.6601683795
547,5537,No,1999,9.0,61.0,7.5,7.5,7.5,6.5,0.0,0.0,0.0,8.0,MEXICO,16.059,-96.931,150.0,35,32643.074,31307.636859244347,3264307.5,57054.42111976543,465508.6,0.7011229,0.7011192,0.70126706,0.08655634004219617,0.46011456091264663,1.1215362878376225,31622776.60168379
