,I_D,FLAG_TSUNAMI,YEAR,MONTH,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,avg_density,dst_avg_density,sum_density,density_deviation,max_density,HDI,HDI_pop_wgt,max_HDI,dist_to_closest_pop,pop_dist_deviation,avg_pop_distance,eq_mag_unlogged
0,4868,Yes,1980,1.0,13.0,6.9,6.9,7.2,6.0,7.2,0.0,0.0,8.0,AZORES (PORTUGAL),38.727,-27.75,130.0,69,9527.587,10654.569858573777,238189.67,14756.673805361577,67584.53,0.8076627,0.8076627,0.8076627,0.1613350550744163,1.166621944769403,1.5643025629545568,7943282.347242822
1,4870,No,1980,1.0,11.0,5.9,0.0,5.9,5.3,5.8,0.0,0.0,7.0,USA,37.855,-121.816,150.0,0,124061.7,88315.17603277953,12406170.0,214980.8910344423,1120503.0,0.9511953,0.95119524,0.9511953,0.06229767250779292,0.3580742932097134,0.9620504002074776,794328.2347242822
2,4872,No,1980,4.0,84.0,5.8,0.0,0.0,5.8,0.0,0.0,0.0,0.0,INDONESIA,-8.082,108.793,60.0,0,642900.7,701013.8126190369,50789150.0,602140.9113046499,4930035.5,0.7042598,0.705152,0.7824059,0.2226499494840191,0.45715512955799764,1.2812670925194865,630957.344480193
3,4873,No,1980,5.0,24.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,8.0,ITALY,40.459,15.855,130.0,0,31091.4,28681.78567923354,404188.22,19199.130930706036,79452.2,0.8676528,0.86780113,0.8726872,0.08634813257444758,0.1267354487063973,0.3404957372934675,31622.776601683792
4,4874,No,1980,5.0,105.0,5.3,0.0,0.0,5.3,0.0,0.0,0.0,0.0,GUATEMALA,14.716,-91.317,100.0,0,253392.45,234694.45523758625,12162838.0,336458.93969477556,2257999.2,0.640976,0.6406077,0.6868504,0.10791200117741169,0.2338300097607921,0.6529845861376158,199526.2314968879
5,4876,Yes,1980,5.0,4.0,5.2,0.0,5.2,4.7,5.0,0.0,0.0,5.0,USA,46.214,-122.194,150.0,0,56967.945,70041.51966134523,2848397.2,140894.2200957279,743052.06,0.944245,0.9414259,0.94821656,0.11261438628769063,0.2359576707486262,0.6644693356827027,158489.3192461114
6,4877,No,1980,5.0,9.0,5.8,0.0,5.8,5.7,0.0,0.0,0.0,8.0,SERBIA,43.294,20.837,130.0,0,56959.92,58114.30071942011,5695992.0,55201.37875824399,314595.53,0.77738,0.7766162,0.807,0.0894706655970268,0.33390755481669904,0.9402157664007201,630957.344480193
7,4878,No,1980,5.0,7.0,6.1,0.0,6.1,6.1,0.0,0.0,0.0,7.0,USA,37.6,-118.84,150.0,0,14683.11,18761.255817449703,1468311.1,52239.222046103256,384182.56,0.93906206,0.95068234,0.9511953,0.043011626336792126,0.3455894942567906,0.9566672475025871,1258925.411794166
8,4879,No,1980,6.0,5.0,6.4,0.0,6.4,5.6,0.0,0.0,0.0,5.0,MEXICO,32.22,-114.985,150.0,1,18093.436,11133.12053507328,1809343.6,78451.54585695117,715240.94,0.8456907,0.82067543,0.9511953,0.14534441853551672,0.3558062081260693,0.9656049517460307,2511886.4315095823
9,4880,Yes,1980,6.0,15.0,6.2,0.0,6.2,5.8,0.0,0.0,0.0,8.0,JAPAN,34.808,139.181,30.0,0,480066.62,447664.1462848621,48006664.0,1099497.7144417285,8057306.0,0.9043018,0.9090516,0.9359721,0.08732124597588399,0.47740111251797956,1.1807570859373728,1584893.1924611141
10,4881,No,1980,7.0,33.0,7.5,0.0,7.5,5.9,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-12.41,166.381,170.0,0,2112.2805,2540.166237325643,109838.586,3645.0835061376038,21498.564,0.5686154,0.58076614,0.597,0.7554872599877707,0.7274863566335429,2.2859374261554333,31622776.60168379
11,4882,No,1980,7.0,14.0,6.4,0.0,6.4,5.8,0.0,0.0,0.0,9.0,GREECE,39.269,23.041,130.0,1,43741.312,52378.491288176556,4374131.0,136717.2714654095,865142.2,0.8584171,0.87063646,0.892091,0.13524792051622148,0.3521958917791275,0.9943794412968653,2511886.4315095823
12,4883,No,1980,7.0,33.0,5.2,0.0,0.0,5.2,0.0,0.0,0.0,6.0,TAJIKISTAN,40.113,70.596,40.0,0,89737.67,84811.196744679,4307408.5,100469.9856862452,313109.03,0.65937495,0.6757944,0.701,0.03138470967106721,0.23541856521753746,0.6512640059284905,158489.3192461114
13,4884,No,1980,7.0,10.0,4.0,0.0,0.0,4.0,3.6,0.0,0.0,0.0,GREECE,39.203,22.729,130.0,1,26004.625,25002.291257915444,338060.12,37331.84093844797,137864.55,0.85914385,0.8590931,0.86316776,0.12999999998457668,0.11679138934527564,0.33695665739300573,10000.0
14,4885,Yes,1980,7.0,33.0,7.9,0.0,7.9,5.8,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-12.525,165.916,170.0,0,2369.4395,2547.823600833522,236943.94,3177.2685400762775,21498.564,0.5642,0.569833,0.597,0.9288062230765614,1.1897751289129586,3.4124817642292755,79432823.47242822
15,4886,No,1980,7.0,62.0,5.4,0.0,0.0,5.4,0.0,0.0,0.0,0.0,IRAN,37.19,50.201,140.0,1,90126.586,81496.11367818808,2793924.0,106881.15116533106,433672.6,0.774,0.77399987,0.774,0.10000499985843159,0.2611462830122808,0.6209022978002046,251188.6431509582
16,4887,No,1980,7.0,8.0,5.1,0.0,5.1,4.7,0.0,0.0,0.0,7.0,USA,38.174,-83.907,150.0,0,26673.104,27639.744523946847,1333655.2,35400.6426988966,173173.3,0.8297441,0.83299583,0.92538,0.058523499550068886,0.23884181191785955,0.6650868342573216,125892.54117941661
17,4888,No,1980,7.0,18.0,6.5,0.0,6.5,6.1,0.0,0.0,0.0,0.0,NEPAL,29.598,81.092,60.0,200,75101.02,83534.59685756706,7510102.5,119768.93491498056,768094.94,0.5832195,0.5650443,0.66452897,0.04263801122855702,0.33390306477250464,0.9394901042068617,3162277.6601683795
18,4890,No,1980,8.0,22.0,6.4,0.0,6.4,6.1,0.0,0.0,0.0,0.0,HONDURAS,15.888,-88.516,100.0,2,52358.113,50551.23150084089,5235811.0,73070.69751823507,386415.7,0.65182,0.63220805,0.706,0.10977249199385983,0.3542886664630731,0.9654660767764366,2511886.4315095823
19,4891,No,1980,8.0,55.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,0.0,ECUADOR,-1.948,-80.017,160.0,8,93929.4,78558.65790740812,9392940.0,130202.6552643607,737534.44,0.739,0.739,0.739,0.13035720156340147,0.35734204798012076,0.9615646593654116,398107.1705534969
20,4892,No,1980,8.0,25.0,4.9,0.0,4.9,5.2,0.0,0.0,0.0,0.0,INDIA,32.913,75.633,60.0,15,194360.19,201287.55935462267,9523650.0,169275.32374990638,583360.3,0.7576619,0.73467034,0.8842304,0.038832975666762214,0.23775522321433765,0.658408250377415,79432.82347242821
21,4893,No,1980,8.0,33.0,4.8,0.0,4.8,5.2,0.0,0.0,0.0,0.0,INDIA,32.834,75.629,60.0,0,211438.7,221041.07025270755,10360497.0,169263.05594262204,583360.3,0.7639723,0.7437159,0.8842304,0.041194659854362346,0.23764485418613576,0.6584358291978036,63095.7344480193
22,4894,No,1980,9.0,73.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,JAPAN,35.45,139.964,30.0,2,469219.6,258842.22460745965,46921960.0,1102785.1531370594,8057306.0,0.9011658,0.9082645,0.9359721,0.11638728450791631,0.4615457157043541,1.1299255713450993,1000000.0
23,4895,No,1980,10.0,32.0,5.6,0.0,5.6,5.5,0.0,0.0,0.0,6.0,NEW ZEALAND,-39.542,176.478,170.0,0,5547.4404,5739.095437175372,554744.06,16172.637066939302,118973.61,0.915,0.91499996,0.915,0.13228000602785958,0.3859326884532863,1.001725212009808,398107.1705534969
24,4896,Yes,1980,10.0,10.0,7.7,0.0,7.7,6.5,0.0,0.0,0.0,10.0,ALGERIA,36.195,1.354,15.0,5000,101390.22,97775.96052494326,10139022.0,141745.82367197797,1165812.8,0.745,0.74499995,0.745,0.07308214555795171,0.45369195044922084,1.1040756214825038,50118723.36272725
25,4899,No,1980,10.0,72.0,6.4,0.0,6.4,6.6,0.0,0.0,0.0,9.0,MEXICO,18.211,-98.24,150.0,300,151237.55,172051.0301823869,15123755.0,364970.28619947034,3043189.8,0.7242925,0.75170845,0.8547014,0.14360013927573406,0.3352923357694621,0.9415701031139914,2511886.4315095823
26,4901,No,1980,11.0,19.0,7.2,0.0,7.2,6.2,0.0,0.0,0.0,7.0,USA,41.117,-124.253,150.0,5,5414.274,5595.778079146274,541427.44,18631.607474788616,152606.19,0.9452578,0.938768,0.9511953,0.12824975633915217,0.45325450213574475,1.2622886962728186,15848931.924611142
27,4902,No,1980,11.0,71.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,PERU,-13.347,-74.545,160.0,7,21262.467,19247.696865365393,1084385.9,31197.164369383252,184088.22,0.74,0.74,0.74,0.08475848039363988,0.23996507305120804,0.6716342694340905,79432.82347242821
28,4903,No,1980,11.0,20.0,6.9,0.0,6.9,6.0,0.0,0.0,0.0,10.0,ITALY,40.914,15.366,130.0,4689,89648.46,92385.81126892436,8964846.0,199347.9868338634,1421599.4,0.8623992,0.85642815,0.9053606,0.04002499218699406,0.3820860578625036,0.9829812520823532,7943282.347242822
29,4906,No,1980,11.0,40.0,5.0,0.0,5.0,3.8,0.0,0.0,0.0,0.0,COLOMBIA,8.045,-72.441,160.0,0,59301.426,41580.61586438801,2965071.2,78893.679307391,315257.9,0.7398821,0.74366456,0.76023734,0.10371113730899727,0.23644042013205854,0.664657813594756,100000.0
30,4907,No,1980,12.0,33.0,5.8,0.0,5.8,5.6,0.0,0.0,0.0,0.0,IRAN,34.587,50.652,140.0,26,128921.87,151682.79421509974,12892187.0,344479.15910744015,2509604.5,0.774,0.7739999,0.774,0.04661544808117077,0.3338411766933454,0.9395278431511207,630957.344480193
31,4908,No,1980,12.0,41.0,5.2,0.0,5.2,5.2,0.0,0.0,0.0,0.0,IRAN,34.503,50.59,140.0,3,47564.48,44132.802845774684,2378224.0,25491.006241812927,91447.98,0.774,0.77400005,0.774,0.12692123542967756,0.2374894595850443,0.6654215066051482,158489.3192461114
32,4909,No,1981,1.0,33.0,6.7,0.0,6.7,6.0,0.0,0.0,0.0,0.0,INDONESIA,-4.576,139.232,170.0,305,20484.957,19789.323238226854,2048495.8,27362.387737870704,171877.56,0.5777301,0.57773006,0.5777301,0.11768602293845071,0.3339654343320513,0.9404745705143527,5011872.336272725
33,4911,No,1981,1.0,33.0,6.8,0.0,6.8,5.7,0.0,0.0,0.0,8.0,CHINA,30.927,101.098,30.0,150,7469.67,7896.890186285254,746967.0,7463.566083979486,43376.734,0.7030024,0.7030025,0.7030024,0.058591808302585806,0.33380809873152634,0.9397257215217443,6309573.44480193
34,4913,No,1981,2.0,10.0,4.6,0.0,0.0,4.6,0.0,0.0,0.0,7.0,ITALY,41.051,14.601,130.0,12,138515.22,94532.0283876786,6094669.5,283119.1868206188,1421599.4,0.8615628,0.8537171,0.9053606,0.07779460136700109,0.23963240785730883,0.640393509911162,39810.71705534969
35,4915,Yes,1981,2.0,33.0,6.7,0.0,6.7,5.9,0.0,0.0,0.0,8.0,GREECE,38.222,22.934,130.0,22,54541.504,49666.085007869246,5454150.5,185097.15996818838,1397007.1,0.85603416,0.87912995,0.892091,0.11353413582205406,0.3436005323272166,0.9489095254243296,5011872.336272725
36,4916,No,1981,3.0,29.0,6.4,0.0,6.4,6.0,6.2,0.0,0.0,9.0,GREECE,38.209,23.288,130.0,1,51179.39,32881.251826782805,5117939.0,185670.47701389724,1397007.1,0.85609835,0.88103676,0.892091,0.12093386622815573,0.3576202114016529,0.9657467093143164,2511886.4315095823
37,4917,No,1981,3.0,31.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,8.0,GREECE,39.481,20.699,130.0,2,17893.56,18389.083331750884,1789356.0,20702.124527103624,123409.41,0.83183426,0.83000356,0.86316776,0.12927490087532628,0.37697093078703187,0.9961079199443408,398107.1705534969
38,4918,No,1981,4.0,38.0,4.8,0.0,4.8,5.3,0.0,0.0,0.0,0.0,PERU,-13.144,-74.376,160.0,8,24350.11,18964.396638081336,1144455.1,31678.81154567125,184088.22,0.74,0.74000007,0.74,0.01902629759573639,0.23306959081933543,0.6437626764447066,63095.7344480193
39,4919,No,1981,4.0,6.0,6.0,0.0,6.0,5.5,0.0,0.0,0.0,7.0,USA,33.133,-115.65,150.0,0,38418.125,39338.1180486465,3841812.5,105794.15439436842,715240.94,0.9032671,0.8904213,0.9511953,0.026248809498341453,0.33979248592943323,0.9572380350993264,1000000.0
40,4920,Yes,1981,5.0,33.0,7.6,0.0,7.6,6.1,0.0,0.0,0.0,0.0,NEW ZEALAND,-48.786,164.357,170.0,0,1598.701,1622.1470038931095,159870.11,5978.820059231699,56807.625,0.915,0.915,0.915,3.5420678988560352,0.7247313788594645,5.116585461458394,39810717.05534969
41,4921,No,1981,6.0,33.0,6.7,0.0,6.7,6.1,0.0,0.0,0.0,0.0,IRAN,29.913,57.715,140.0,3000,15014.806,15467.361891975708,1501480.5,11204.16460771604,47305.363,0.774,0.77400005,0.774,0.09769339791747353,0.3338781289840037,0.9402707806990689,5011872.336272725
42,4922,No,1981,6.0,24.0,5.2,0.0,5.2,5.1,0.0,0.0,0.0,0.0,PERU,-13.166,-74.522,160.0,10,22458.393,18092.648165893414,1122919.6,31229.494674761514,184088.22,0.74,0.74,0.74,0.11086027241085065,0.23706077768641642,0.665068525739094,158489.3192461114
43,4923,No,1981,7.0,33.0,7.1,0.0,7.1,5.7,0.0,0.0,0.0,0.0,IRAN,30.013,57.794,140.0,3000,14489.13,15059.179287460567,1448913.0,10288.404468748986,47192.258,0.774,0.77400005,0.774,0.13822083780752856,0.33502869559100384,0.941362425105764,12589254.117941663
44,4925,No,1981,8.0,16.0,5.5,0.0,5.5,5.4,0.0,0.0,0.0,8.0,BOSNIA-HERZEGOVINA,44.849,17.312,130.0,0,33015.28,31266.047763451126,1683779.4,21508.356735628742,88488.65,0.7726471,0.76667845,0.827,0.06815423686061126,0.24062060277488845,0.6716599465820264,316227.7660168379
45,4927,Yes,1981,9.0,25.0,7.7,0.0,7.7,7.0,0.0,0.0,0.0,6.0,SAMOA,-14.96,-173.085,170.0,0,3865.3596,2590.0518837725513,386535.97,12969.633409214286,103899.04,0.7255852,0.71917856,0.7700651,1.0624617640135676,1.8989485479838275,4.751897459749635,50118723.36272725
46,4929,No,1981,9.0,33.0,5.9,0.0,5.9,6.2,0.0,0.0,0.0,0.0,PAKISTAN,35.693,73.594,60.0,220,69794.69,82278.12122534684,6979468.5,104443.59372330879,448767.4,0.5475311,0.55520433,0.71742004,0.07473285756554376,0.3337638437631698,0.9399391893258519,794328.2347242822
47,4930,No,1981,10.0,33.0,7.5,0.0,7.5,6.2,0.0,0.0,0.0,6.0,CHILE,-33.134,-73.074,160.0,1,110673.75,115363.38940523959,11067375.0,355674.9678940485,2506817.5,0.8340998,0.87385535,0.8919913,1.3721085962874922,0.38255592965830243,2.2173737734306225,31622776.60168379
48,4931,No,1981,10.0,54.0,5.4,0.0,0.0,5.4,0.0,0.0,0.0,7.0,COLOMBIA,8.117,-72.527,160.0,15,59010.117,45047.80773625719,3009516.0,78094.28333139294,315257.9,0.73974204,0.7436898,0.76023734,0.09832598841988469,0.24094211955000172,0.6725341707380565,251188.6431509582
49,4932,Yes,1981,10.0,33.0,7.3,0.0,7.3,6.2,0.0,0.0,0.0,0.0,MEXICO,18.048,-102.084,150.0,9,26720.514,28966.15709837694,2672051.2,49326.93255011315,380432.1,0.71567345,0.7155225,0.77335036,0.08723531395405289,0.43907918074559443,1.140020779773158,19952623.149688788
50,4933,No,1981,11.0,10.0,5.3,0.0,5.3,5.1,0.0,0.0,0.0,8.0,EGYPT,23.686,32.604,15.0,0,61634.637,67256.4122622492,862884.9,69525.08369988042,201501.03,0.691,0.69099987,0.691,0.19016308790968353,0.2523768665259611,0.5729151597831015,199526.2314968879
51,4934,No,1981,12.0,33.0,4.0,0.0,4.0,4.6,0.0,0.0,0.0,0.0,PAKISTAN,29.856,66.962,60.0,6,46237.234,45896.27033061942,601084.06,52548.711349426674,168281.44,0.492285,0.49228513,0.492285,0.08905054742970012,0.12631988808324568,0.3404306583074885,10000.0
52,4935,No,1981,12.0,10.0,7.5,0.0,7.5,6.2,0.0,0.0,0.0,0.0,GREECE,39.243,25.227,130.0,0,17641.322,21968.607928663023,1764132.1,78434.5164065347,776890.94,0.8320326,0.83990175,0.892091,0.16681726529201854,0.36096534415318055,1.2804491321872848,31622776.60168379
53,4936,Yes,1982,1.0,46.0,7.1,0.0,7.1,6.0,0.0,0.0,0.0,7.0,PHILIPPINES,13.752,124.358,170.0,0,92121.24,86261.44817638707,9212124.0,114617.19435639713,698009.1,0.5767573,0.58381754,0.7523886,0.12416923935626338,0.5429655236690444,1.4363650495859128,12589254.117941663
54,4937,No,1982,1.0,6.0,6.0,0.0,6.0,5.8,0.0,0.0,0.0,0.0,HONDURAS,13.158,-87.589,100.0,0,99659.19,112584.14521362355,9965918.0,153897.64355023636,1123768.2,0.6344747,0.64616823,0.72968847,0.04883646177943655,0.41404235220684277,1.0835027647774078,1000000.0
55,4938,No,1982,1.0,19.0,6.3,0.0,6.3,5.6,0.0,0.0,0.0,0.0,INDIA,6.946,94.002,60.0,0,14208.746,22138.368907401702,312592.4,49259.60726663158,231934.83,0.6480956,0.69570136,0.699729,0.14549914087250498,0.5766792418066568,1.1653911183797216,1995262.3149688789
56,4939,No,1982,2.0,40.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,INDONESIA,-6.863,106.936,60.0,0,1352073.2,1339580.0084890993,58139148.0,1746238.8211317454,7516311.0,0.70209724,0.7014932,0.7088033,0.06216912415032423,0.23830827870500812,0.6309734063751286,316227.7660168379
57,4940,Yes,1982,3.0,44.0,6.7,0.0,6.7,6.4,0.0,0.0,0.0,10.0,JAPAN,42.158,142.361,30.0,110,45916.613,49109.34719539193,4591661.5,97920.94343914813,562472.4,0.8946062,0.89541733,0.89656585,0.21745114394797094,0.4304387865506201,1.2958878140185133,5011872.336272725
58,4941,No,1982,3.0,95.0,6.1,0.0,0.0,6.1,0.0,0.0,0.0,6.0,PERU,-12.69,-76.065,160.0,3,135200.7,153502.04284943407,13520070.0,553672.1641387839,3721878.2,0.74,0.73999995,0.74,0.08845903006390675,0.3835400544980995,1.0023313106621274,1258925.411794166
59,4942,No,1982,4.0,33.0,4.6,0.0,4.6,4.9,0.0,0.0,0.0,0.0,CHINA,36.785,105.55,30.0,0,54053.99,54973.03022386607,2702699.5,34940.12863422236,167570.73,0.7041493,0.7049879,0.7157457,0.11715374515663562,0.23562130653528188,0.6643176558751481,39810.71705534969
60,4943,No,1982,6.0,34.0,7.0,0.0,7.0,6.3,0.0,0.0,0.0,6.0,MEXICO,16.558,-98.358,150.0,9,45422.27,50501.41813809723,4542227.0,90275.29690993919,837244.25,0.7018643,0.7007757,0.7383385,0.06912307864050436,0.4366848922076742,1.1046543540298148,10000000.0
61,4944,No,1982,6.0,10.0,5.5,0.0,5.5,5.6,0.0,0.0,0.0,7.0,CHINA,31.907,99.931,30.0,10,5779.415,5354.303158109447,294750.16,4286.407896060992,24464.836,0.70200294,0.7025425,0.7030024,0.06449806196684904,0.2406954977963112,0.6716083106127739,316227.7660168379
62,4945,No,1982,6.0,82.0,6.2,0.0,0.0,6.2,0.0,0.0,0.0,7.0,EL SALVADOR,13.313,-89.339,100.0,43,148712.53,141279.74602739429,14871253.0,268121.1623490041,2257999.2,0.6390554,0.6507432,0.72968847,0.07169379331856561,0.48557964463099695,1.3058350909078298,1584893.1924611141
63,4948,No,1982,8.0,31.0,7.5,0.0,7.5,6.2,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-12.597,165.931,170.0,0,2077.4595,2404.9318670999746,108027.89,3645.44553276582,21498.564,0.5686154,0.5804941,0.597,0.8720206419722926,0.6587865804069436,2.40239404760103,31622776.60168379
64,4949,No,1982,8.0,46.0,5.6,0.0,5.6,5.9,0.0,0.0,0.0,0.0,INDONESIA,-8.375,120.577,60.0,0,33856.027,30044.03600411851,3114754.5,40859.442703611654,159838.3,0.64598465,0.6372752,0.6967042,0.04800000001932858,0.5028637083972136,1.2961235023179292,398107.1705534969
65,4950,No,1982,9.0,12.0,5.1,0.0,5.1,5.1,0.0,0.0,0.0,4.0,HONDURAS,14.487,-89.121,100.0,3,148475.33,159811.4033780674,7423766.0,189472.96892683936,1123768.2,0.6405571,0.6633645,0.72968847,0.11207140580204955,0.2389821999554875,0.666280539969513,125892.54117941661
66,4952,No,1982,10.0,16.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,7.0,ITALY,43.164,12.586,130.0,0,62238.74,55543.03700629338,684626.1,53087.88776794936,201615.64,0.90045995,0.90054536,0.9006902,0.05515432893525461,0.12036883604916686,0.310509176131619,25118.864315095823
67,4953,No,1982,11.0,21.0,5.5,0.0,5.5,5.6,0.0,0.0,0.0,8.0,MACEDONIA,40.883,19.59,130.0,1,68452.92,58803.02591916293,2327399.2,145585.64714834714,829838.7,0.764,0.764,0.764,0.035902646152679095,0.24753456645153696,0.6081748265438427,316227.7660168379
68,4954,No,1982,12.0,5.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,8.0,YEMEN,14.701,44.379,60.0,2800,196242.83,188316.6266953052,19624284.0,281135.4878175426,2357224.8,0.482,0.482,0.482,0.0761051903542767,0.333815446046334,0.9399832846923326,1000000.0
69,4957,No,1982,12.0,36.0,6.6,0.0,6.6,6.2,0.0,0.0,0.0,0.0,AFGHANISTAN,36.148,69.011,40.0,500,61804.547,61421.19214803212,6180454.5,58601.63461794483,350597.66,0.48788,0.49115446,0.627,0.116297033510242,0.3338210989772961,0.9403179457712716,3981071.7055349695
70,4958,Yes,1982,12.0,33.0,7.7,0.0,7.7,5.9,0.0,0.0,0.0,0.0,TONGA,-24.133,-175.864,170.0,0,1794.3708,1578.1075460982745,179437.08,6366.560215561801,56258.87,0.72849065,0.72420555,0.7700651,1.7772689723323156,2.2227633280246946,6.790008096885532,50118723.36272725
71,4959,Yes,1982,12.0,33.0,5.9,0.0,5.9,5.5,0.0,0.0,0.0,0.0,INDONESIA,-8.405,123.08,60.0,13,38786.15,43200.911255155224,2831388.8,54477.30112699393,406327.28,0.6364039,0.63203496,0.6967042,0.054083269151100254,0.5611961527227776,1.2531071750526694,794328.2347242822
72,4960,No,1983,1.0,57.0,6.7,0.0,6.7,6.3,0.0,0.0,0.0,7.0,MEXICO,16.147,-95.232,150.0,0,26427.084,28151.316809325566,2642708.5,52164.00280764771,465508.6,0.7033472,0.702664,0.7342194,0.10923827168564514,0.44050583795482395,1.1593890894203727,5011872.336272725
73,4962,No,1983,2.0,16.0,6.2,0.0,6.2,5.6,0.0,0.0,0.0,8.0,CHINA,39.945,75.135,40.0,0,20041.943,21845.323330996463,2004194.2,61408.96690744898,458638.94,0.69324595,0.70472884,0.7083121,0.0707106781080535,0.3337999098603785,0.9399025715334449,1584893.1924611141
74,4963,No,1983,2.0,24.0,4.7,0.0,0.0,4.7,0.0,0.0,0.0,7.0,MACEDONIA,41.959,21.54,130.0,12,62517.1,55622.92848694546,3125855.2,60830.037430170814,319761.25,0.79628944,0.7848835,0.866,0.11950313803738492,0.23539849636990695,0.6642114098301838,50118.72336272725
75,4964,No,1983,2.0,49.0,5.2,0.0,5.2,5.3,0.0,0.0,0.0,7.0,TAJIKISTAN,38.841,70.727,40.0,0,14916.993,15381.580790286638,745849.7,10433.58828016841,51612.74,0.60998,0.6021251,0.664,0.10751744043303754,0.23739462108982,0.6652299737680148,158489.3192461114
76,4965,Yes,1983,3.0,89.0,7.6,0.0,7.6,6.5,0.0,0.0,0.0,7.0,PAPUA NEW GUINEA,-4.883,153.581,170.0,0,6910.3657,6802.526001876997,691036.56,8885.699793922506,44026.39,0.516,0.51599985,0.516,0.5239274758812363,0.576159174996454,1.814213382982743,39810717.05534969
77,4966,No,1983,3.0,19.0,6.2,0.0,6.2,5.8,0.0,0.0,0.0,7.0,GREECE,38.294,20.262,130.0,0,17266.59,17894.1546436669,1571259.6,22349.034220034257,123409.41,0.8420637,0.8442566,0.86316776,0.1390323703468199,0.46307804634598526,1.365997261078306,1584893.1924611141
78,4967,No,1983,3.0,33.0,4.9,0.0,4.9,5.2,0.0,0.0,0.0,0.0,IRAN,35.953,52.264,140.0,30,246752.02,284808.74675541755,11844097.0,537103.1942947612,2509604.5,0.774,0.77400005,0.774,0.13566502866271005,0.23348780561562177,0.6531041567250909,79432.82347242821
79,4968,No,1983,3.0,22.0,4.9,0.0,4.9,5.5,0.0,0.0,0.0,8.0,COLOMBIA,2.461,-76.686,160.0,350,89531.35,102145.95550487445,4476567.5,273487.9187298817,1906990.6,0.727,0.727,0.727,0.10543718509040381,0.2365447499013955,0.6647425438979502,79432.82347242821
80,4971,No,1983,4.0,33.0,4.6,0.0,0.0,4.6,0.0,0.0,0.0,5.0,TURKMENISTAN,39.042,48.714,40.0,0,61518.996,59241.94338734019,2522278.8,39183.64455357251,164348.27,0.76412195,0.76444954,0.774,0.12169634340751127,0.24181501604764347,0.6331922591781878,39810.71705534969
81,4972,No,1983,4.0,37.0,7.3,0.0,7.3,6.5,0.0,0.0,0.0,0.0,COSTA RICA,8.717,-83.123,100.0,6,50659.19,59444.57491627703,5065919.5,166729.1443838816,1549666.0,0.78176,0.77821213,0.788,0.09202173655613313,0.5174835822008585,1.169748534830662,19952623.149688788
82,4973,No,1983,4.0,79.0,6.6,0.0,0.0,6.6,0.0,0.0,0.0,7.0,INDONESIA,5.723,94.722,60.0,0,36004.574,33925.02202654944,3600457.5,48170.06983839377,231934.83,0.6883697,0.6993794,0.699729,0.21566872746711865,0.8320881928891373,2.1594515384463877,3981071.7055349695
83,4974,No,1983,4.0,33.0,5.6,0.0,5.6,5.5,0.0,0.0,0.0,0.0,CHINA,40.025,75.26,40.0,0,19841.736,20776.321676419924,1984173.5,61407.51824404443,458638.94,0.6919166,0.7052896,0.7083121,0.15239750655917225,0.33593234480942424,0.9420604890953473,398107.1705534969
84,4975,No,1983,4.0,104.0,6.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,PERU,-4.843,-78.103,160.0,10,11970.519,14010.969076596173,1197051.9,17737.01393327476,104691.37,0.73986,0.73972833,0.74,0.03883297566966674,0.33389395077000955,0.9394028323050471,3162277.6601683795
85,4976,No,1983,4.0,10.0,5.9,0.0,5.9,5.9,0.0,0.0,0.0,0.0,THAILAND,14.926,99.023,60.0,0,45722.223,54243.56076231959,4572222.0,51650.45519077408,334759.62,0.68112,0.7017589,0.74,0.1140394668655402,0.33417833176171047,0.9406123506286325,794328.2347242822
86,4977,No,1983,5.0,10.0,6.2,0.0,6.2,6.2,0.0,0.0,0.0,8.0,USA,36.219,-120.317,150.0,0,31707.035,32733.355095054416,3170703.5,57596.71416645029,384182.56,0.9511953,0.95119524,0.9511953,0.11045361016295077,0.3358247695810686,0.9418250935789051,1584893.1924611141
87,4978,Yes,1983,5.0,24.0,7.7,0.0,7.7,6.8,0.0,0.0,0.0,8.0,JAPAN,40.462,139.102,30.0,4,34501.203,36061.18139545127,3450120.2,37946.403898262,170033.39,0.8880407,0.8857392,0.89947045,0.6221720019543436,0.4321919012516054,1.7432802582877605,50118723.36272725
